Sektör,reklam suresi SN,reklam maliyeti TL,ORTALAMA REYTING (TOPLAM İZLENME ORANI) %,ORTALAMA SHARE (İZLENME PAYI) % :,ORTALAMA AB grubu İzlenme %,prime time yayın oranı %,Diğer yayın zamanı oranı,Haftasonu REYTING (TOPLAM İZLENME ORANI) %,Satışa Etkisi
DİĞER,38.7,59871.87,0.17,0.49,0.73,0.57,0.43,0.92,AZ
GİYİM,54.1,70385.49,0.30,0.61,0.64,0.60,0.40,0.40,AZ
DİĞER,42,64768.01,0.28,0.27,0.11,0.69,0.31,0.55,AZ
MOBİLYA,42.5,60835.32,0.33,0.30,0.77,0.08,0.92,0.67,AZ
GIDA,44.8,61235.51,0.32,0.49,0.92,0.99,0.01,0.66,AZ
MOBİLYA,37.3,70140.75,0.28,0.27,0.50,0.58,0.42,0.86,AZ
OTOMOTİVE,54,46145.21,0.57,0.17,0.68,1.00,0.00,0.15,AZ
DİĞER,43.2,56908,0.51,0.74,0.77,0.63,0.37,0.81,AZ
BEYAZ EŞYA,40,63728.02,0.53,0.85,0.11,0.01,0.99,0.61,AZ
OTOMOTİVE,27,50861.5,0.59,0.74,0.45,0.63,0.37,0.52,AZ
DİĞER,35.2,65881.77,0.43,0.53,0.37,0.28,0.72,0.60,AZ
MOBİLYA,51.7,56082.49,0.39,0.07,0.24,0.89,0.11,0.79,AZ
MOBİLYA,44.2,64854.53,0.25,0.21,0.91,0.23,0.77,0.64,AZ
GİYİM,56.9,57598.31,0.35,0.12,0.27,0.44,0.56,0.96,AZ
MOBİLYA,37.1,68782.99,0.42,0.64,0.87,0.43,0.57,0.62,AZ
MOBİLYA,55.5,61834.57,0.39,0.55,0.74,0.23,0.77,0.03,AZ
GİYİM,50.4,62019.94,0.32,0.77,0.64,0.18,0.82,0.08,AZ
GIDA,29.2,59635.67,0.42,0.78,0.23,0.97,0.03,0.32,AZ
MOBİLYA,29.8,67919.15,0.21,0.78,0.37,0.33,0.67,0.18,AZ
OTOMOTİVE,45.4,63902.36,0.47,0.51,0.91,0.22,0.78,0.74,AZ
BEYAZ EŞYA,31.3,60638.64,0.28,0.62,0.30,0.73,0.27,0.80,AZ
MOBİLYA,34.5,65979.73,0.42,0.85,0.43,0.08,0.92,0.34,AZ
OTOMOTİVE,33.9,54609.13,0.47,0.66,0.11,0.92,0.08,0.33,AZ
BEYAZ EŞYA,64.3,54683.79,0.47,0.50,0.68,0.50,0.50,0.75,AZ
GIDA,30.2,64869.81,0.23,0.88,0.18,0.48,0.52,0.64,AZ
GIDA,46.5,47308.21,0.32,0.85,0.58,0.25,0.75,0.83,AZ
OTOMOTİVE,45.7,67399.15,0.41,0.51,0.67,0.44,0.56,0.11,AZ
GİYİM,46.7,50530.57,0.13,0.62,0.07,0.43,0.57,0.56,AZ
GIDA,44.4,68746.49,0.34,0.95,0.65,0.77,0.23,0.02,AZ
OTOMOTİVE,32.7,65303.72,0.25,0.19,0.14,0.23,0.77,0.69,AZ
DİĞER,59.1,50844.83,0.29,0.88,0.71,0.10,0.90,0.31,AZ
GIDA,32,63665.03,0.35,0.37,0.72,0.42,0.58,0.86,AZ
GIDA,48.6,60113.32,0.35,0.16,0.97,0.56,0.44,0.11,AZ
GİYİM,20.1,46888.88,0.42,0.53,0.49,0.38,0.62,0.45,AZ
BEYAZ EŞYA,29.8,66260.65,0.38,0.73,0.89,0.97,0.03,0.59,AZ
GİYİM,30.5,58593.13,0.29,0.55,0.12,0.19,0.81,0.21,AZ
DİĞER,52.5,57070.73,0.26,0.74,0.94,0.29,0.71,0.80,AZ
GİYİM,36,67971.65,0.40,0.11,0.17,0.78,0.22,0.93,AZ
MOBİLYA,60.3,60240.31,0.51,0.84,0.85,0.61,0.39,0.16,AZ
DİĞER,37,66880.6,0.29,0.85,0.87,0.94,0.06,0.75,AZ
OTOMOTİVE,45.4,72833.39,0.51,0.03,0.46,0.99,0.01,0.18,AZ
GİYİM,44.2,61654.35,0.29,0.80,0.96,0.99,0.01,0.87,AZ
OTOMOTİVE,43.6,63538.02,0.37,0.63,0.30,0.31,0.69,0.49,AZ
DİĞER,48.5,60664.63,0.42,0.45,1.00,0.62,0.38,0.91,AZ
GIDA,26.7,43801.63,0.44,0.53,0.15,0.10,0.90,0.43,AZ
DİĞER,27.5,63107.09,0.35,0.58,0.34,0.98,0.02,0.18,AZ
MOBİLYA,35,65897.78,0.41,0.49,0.89,0.44,0.56,0.33,AZ
MOBİLYA,27.3,63957.86,0.32,0.61,0.72,0.76,0.24,0.28,AZ
OTOMOTİVE,38.7,50617.84,0.33,0.33,0.05,0.83,0.17,0.96,AZ
GİYİM,34.5,64700.69,0.46,0.96,0.21,0.67,0.33,0.01,AZ
GIDA,51.8,66514.21,0.42,0.10,0.59,0.52,0.48,0.45,AZ
GİYİM,54.8,53550.71,0.37,0.75,0.32,0.71,0.29,0.26,AZ
OTOMOTİVE,37.9,61806.7,0.39,0.81,0.31,0.79,0.21,0.07,AZ
GİYİM,47.9,58046.34,0.41,0.72,0.63,0.17,0.83,0.12,AZ
BEYAZ EŞYA,45.3,53804.98,0.39,0.01,0.68,0.01,0.99,0.74,AZ
BEYAZ EŞYA,49.3,49421.35,0.38,0.85,0.85,0.55,0.45,0.38,AZ
DİĞER,52.1,63750.55,0.43,0.17,0.90,0.76,0.24,0.85,AZ
OTOMOTİVE,52.4,62046.44,0.50,0.84,0.26,0.02,0.98,0.54,AZ
OTOMOTİVE,35.3,54396.24,0.24,0.40,0.60,0.70,0.30,0.24,AZ
OTOMOTİVE,33.4,68440.86,0.26,0.67,0.68,0.66,0.34,0.34,AZ
GİYİM,56.8,62919,0.32,0.26,0.97,0.52,0.48,0.84,AZ
OTOMOTİVE,42.6,67670.27,0.23,0.57,0.19,0.84,0.16,0.42,AZ
GIDA,44.7,64664.88,0.59,0.52,0.19,0.52,0.48,0.01,AZ
OTOMOTİVE,43,69553.19,0.48,0.86,0.50,0.54,0.46,0.51,AZ
DİĞER,60.1,64650.85,0.48,0.74,0.63,0.59,0.41,0.08,AZ
MOBİLYA,53.8,62922.06,0.41,0.76,0.99,0.52,0.48,0.59,AZ
MOBİLYA,36,66136.62,0.33,0.86,0.51,0.94,0.06,0.68,AZ
BEYAZ EŞYA,37.8,68290.31,0.41,0.94,0.71,0.42,0.58,0.35,AZ
GIDA,41.7,68594.18,0.22,0.25,0.84,0.41,0.59,0.80,AZ
BEYAZ EŞYA,40.4,54147.11,0.52,0.44,0.14,0.40,0.60,0.75,AZ
GIDA,36.3,55254.6,0.52,0.75,0.74,0.16,0.84,0.61,AZ
GİYİM,50.7,56270.66,0.56,0.01,0.68,0.55,0.45,0.21,AZ
MOBİLYA,63.6,68259.08,0.36,0.99,0.23,0.35,0.65,0.48,AZ
DİĞER,48.2,60765.87,0.29,0.02,0.13,0.35,0.65,0.56,AZ
GIDA,41.4,59635.31,0.56,0.80,0.62,0.08,0.92,0.11,AZ
DİĞER,58.2,53389.34,0.35,0.40,0.21,0.43,0.57,0.60,AZ
GİYİM,49.9,60527.85,0.34,0.32,0.07,0.23,0.77,0.69,AZ
BEYAZ EŞYA,50,52605.65,0.37,0.28,0.05,0.62,0.38,0.40,AZ
OTOMOTİVE,38.2,57411.34,0.37,0.94,0.95,0.20,0.80,0.07,AZ
MOBİLYA,42.4,60298.2,0.34,0.15,0.33,0.31,0.69,0.41,AZ
GİYİM,31.5,64750.05,0.18,0.71,0.61,0.72,0.28,0.37,AZ
GIDA,37.6,52426.9,0.36,0.77,0.45,0.87,0.13,0.92,AZ
BEYAZ EŞYA,45,69384.65,0.42,0.81,1.00,0.90,0.10,0.55,AZ
GIDA,27.4,59991.74,0.52,0.92,0.23,0.37,0.63,0.57,AZ
DİĞER,30.8,57872.21,0.41,0.69,0.50,0.50,0.50,0.65,AZ
GIDA,52.3,67649.13,0.26,0.76,0.56,0.15,0.85,0.39,AZ
GİYİM,42.8,60189.33,0.25,0.33,0.63,0.66,0.34,0.33,AZ
DİĞER,48.1,52908.99,0.24,0.50,0.97,0.46,0.54,0.13,AZ
MOBİLYA,48,56034.04,0.30,0.63,0.75,0.14,0.86,0.71,AZ
OTOMOTİVE,24.9,67918.3,0.41,0.00,0.77,0.27,0.73,0.53,AZ
OTOMOTİVE,49.9,71241.33,0.29,0.51,0.12,0.58,0.42,0.97,AZ
GİYİM,34.8,49677.51,0.28,0.89,0.06,0.62,0.38,0.75,AZ
DİĞER,46.2,61712.09,0.48,0.71,0.73,0.68,0.32,0.05,AZ
GİYİM,28.9,58313.99,0.48,0.47,0.09,0.57,0.43,0.58,AZ
MOBİLYA,29.9,72938.85,0.45,0.02,0.81,0.42,0.58,0.53,AZ
MOBİLYA,14.3,51197.74,0.31,0.81,0.57,0.52,0.48,0.72,AZ
OTOMOTİVE,60.8,60753.1,0.38,0.56,0.78,0.13,0.87,0.86,AZ
DİĞER,47.5,69184.67,0.45,0.57,0.80,0.38,0.62,0.01,AZ
BEYAZ EŞYA,51.7,62313.85,0.50,0.37,0.67,0.88,0.12,0.02,AZ
MOBİLYA,48.1,70981.14,0.33,0.32,0.48,0.44,0.56,0.20,AZ
BEYAZ EŞYA,53.7,64566,0.44,0.12,0.57,0.65,0.35,0.06,AZ
OTOMOTİVE,62,62365.94,0.31,0.46,0.03,0.89,0.11,0.06,AZ
MOBİLYA,38.3,55069.58,0.33,0.64,0.27,0.83,0.17,0.32,AZ
BEYAZ EŞYA,25.5,58206.71,0.33,0.59,0.26,0.01,0.99,0.64,AZ
BEYAZ EŞYA,41.6,63895.26,0.32,0.53,0.03,0.61,0.39,0.32,AZ
OTOMOTİVE,32.7,46910.56,0.36,0.45,0.51,0.79,0.21,0.24,AZ
BEYAZ EŞYA,53.8,56838.78,0.20,0.50,0.54,0.89,0.11,0.20,AZ
BEYAZ EŞYA,40.6,61614.16,0.40,0.17,0.58,0.04,0.96,0.01,AZ
DİĞER,36.2,65528.49,0.36,0.78,0.04,0.37,0.63,0.45,AZ
DİĞER,46.1,57373.55,0.36,0.88,0.66,0.17,0.83,0.46,AZ
GIDA,51.4,63644.6,0.29,0.67,0.77,0.37,0.63,0.34,AZ
GIDA,49.1,56020.93,0.48,0.45,0.94,0.70,0.30,0.86,AZ
BEYAZ EŞYA,53.8,62874.96,0.32,0.45,0.70,0.90,0.10,0.08,AZ
BEYAZ EŞYA,43,70189.21,0.56,0.03,0.21,0.57,0.43,0.36,AZ
OTOMOTİVE,55.7,67529.28,0.25,0.24,0.70,0.32,0.68,0.30,AZ
DİĞER,29.8,60248.18,0.29,0.52,0.93,0.41,0.59,0.93,AZ
OTOMOTİVE,40.9,63566.61,0.33,0.24,0.23,0.55,0.45,0.36,AZ
OTOMOTİVE,46.1,53268.65,0.28,0.94,0.25,0.30,0.70,0.79,AZ
OTOMOTİVE,47.7,56983.81,0.38,0.55,0.25,0.38,0.62,0.62,AZ
MOBİLYA,33.7,66940.34,0.27,0.32,0.18,0.26,0.74,0.20,AZ
GİYİM,61.5,55544.4,0.27,0.50,0.48,0.45,0.55,0.11,AZ
GIDA,54.7,58703.06,0.54,0.52,0.35,0.64,0.36,0.31,AZ
MOBİLYA,49.5,44661.47,0.51,0.49,0.64,0.94,0.06,0.98,AZ
BEYAZ EŞYA,32.2,69029.79,0.53,0.23,0.03,0.99,0.01,0.62,AZ
MOBİLYA,45.7,62239.88,0.40,0.75,0.99,0.70,0.30,0.03,AZ
GİYİM,41.1,60719.52,0.43,0.96,0.72,0.70,0.30,0.52,AZ
BEYAZ EŞYA,41.2,56313.35,0.45,0.23,0.73,0.22,0.78,0.34,AZ
MOBİLYA,40.8,52556.49,0.46,0.26,0.70,0.98,0.02,0.83,AZ
OTOMOTİVE,51.8,71000.56,0.29,0.21,0.73,0.46,0.54,0.23,AZ
MOBİLYA,33.8,62540.11,0.53,0.96,0.94,0.59,0.41,0.86,AZ
OTOMOTİVE,47.8,53834.43,0.27,0.39,0.52,0.81,0.19,0.14,AZ
BEYAZ EŞYA,54.7,61955.09,0.19,0.39,0.29,0.10,0.90,0.29,AZ
GIDA,34.1,61163.81,0.47,0.67,0.01,0.21,0.79,0.44,AZ
OTOMOTİVE,43.4,63746.08,0.46,0.13,0.80,0.72,0.28,0.54,AZ
MOBİLYA,36.9,61461.18,0.37,0.28,0.78,0.63,0.37,0.64,AZ
DİĞER,42,70670.53,0.45,0.72,0.46,0.40,0.60,0.74,AZ
GIDA,20.3,65280.35,0.29,0.97,0.91,0.36,0.64,0.83,AZ
GİYİM,41.9,63796.83,0.37,0.60,0.86,0.15,0.85,0.11,AZ
GİYİM,38.5,58869.8,0.45,0.73,0.82,0.56,0.44,0.19,AZ
BEYAZ EŞYA,31.2,47445.46,0.35,0.18,0.50,0.04,0.96,0.59,AZ
GİYİM,25.1,48955.48,0.24,0.83,0.61,0.81,0.19,0.49,AZ
GİYİM,43.1,66672.49,0.21,0.07,0.94,0.26,0.74,0.75,AZ
MOBİLYA,54,70384.74,0.41,0.48,0.75,0.04,0.96,0.45,AZ
OTOMOTİVE,47.1,61963.42,0.51,0.22,0.44,0.39,0.61,0.06,AZ
GIDA,51.8,55433.75,0.57,0.87,0.06,0.60,0.40,0.85,AZ
DİĞER,50.8,61557.73,0.38,0.36,0.51,0.15,0.85,0.68,AZ
GİYİM,37.4,61627.6,0.34,0.00,0.48,0.99,0.01,0.42,AZ
GIDA,42.2,53007.59,0.31,0.76,0.37,0.97,0.03,0.80,AZ
OTOMOTİVE,41.7,65812.53,0.35,0.62,0.06,0.31,0.69,0.70,AZ
MOBİLYA,27.8,61795.79,0.47,0.28,0.23,0.87,0.13,0.92,AZ
BEYAZ EŞYA,30.9,57487.37,0.43,0.53,0.32,0.43,0.57,0.86,AZ
GİYİM,19.8,66372.09,0.24,0.57,0.00,0.64,0.36,0.83,AZ
GIDA,33,57125.23,0.29,0.41,0.59,0.55,0.45,0.91,AZ
BEYAZ EŞYA,26.9,53106.52,0.22,0.05,0.71,0.55,0.45,0.69,AZ
GIDA,44.8,66425.83,0.29,0.29,0.90,0.05,0.95,0.15,AZ
OTOMOTİVE,51.3,67305.97,0.44,0.18,0.14,0.00,1.00,0.07,AZ
GIDA,44.7,64876.45,0.49,0.26,0.30,0.03,0.97,0.05,AZ
GİYİM,40.6,72688.7,0.44,0.43,0.60,0.45,0.55,0.93,AZ
BEYAZ EŞYA,37.4,62602.5,0.36,0.09,0.64,0.86,0.14,0.48,AZ
MOBİLYA,41.5,53368.44,0.25,0.70,0.15,0.01,0.99,0.16,AZ
BEYAZ EŞYA,29.2,54058.53,0.34,0.63,0.83,0.06,0.94,0.14,AZ
DİĞER,50.5,57776.69,0.35,0.12,0.35,0.99,0.01,0.89,AZ
BEYAZ EŞYA,34.7,71536.82,0.24,0.69,0.51,0.59,0.41,0.20,AZ
GIDA,39.3,64951.07,0.43,0.95,0.45,0.43,0.57,0.33,AZ
MOBİLYA,25.4,72338.7,0.61,0.54,0.96,0.51,0.49,0.70,AZ
GİYİM,51.8,55194.74,0.34,0.71,0.30,0.13,0.87,0.08,AZ
DİĞER,31.2,66875.16,0.40,0.51,0.44,0.74,0.26,0.26,AZ
BEYAZ EŞYA,26.1,46413.98,0.35,0.07,0.94,0.33,0.67,0.17,AZ
DİĞER,43.8,51595.54,0.40,0.71,0.46,0.52,0.48,0.68,AZ
BEYAZ EŞYA,36.6,56607.02,0.39,0.22,0.06,0.82,0.18,0.71,AZ
OTOMOTİVE,25.2,65741.59,0.51,0.08,0.10,0.72,0.28,0.37,AZ
DİĞER,58.7,65367.4,0.66,0.27,0.51,0.52,0.48,0.48,AZ
OTOMOTİVE,26.4,55005.43,0.40,0.89,0.04,0.56,0.44,0.73,AZ
MOBİLYA,24.4,71798.92,0.17,0.64,0.50,0.05,0.95,0.50,AZ
GIDA,47.4,72987.99,0.41,0.88,0.05,0.53,0.47,0.74,AZ
DİĞER,50.1,49913.71,0.39,0.65,0.16,1.00,0.00,0.71,AZ
MOBİLYA,38.6,58066.84,0.50,0.52,0.80,0.82,0.18,0.02,AZ
OTOMOTİVE,30.7,64973.6,0.36,0.33,0.22,0.90,0.10,0.21,AZ
MOBİLYA,56.7,61495.14,0.48,0.30,0.79,0.25,0.75,0.70,AZ
BEYAZ EŞYA,54.1,54779.8,0.41,0.09,0.97,0.14,0.86,0.74,AZ
BEYAZ EŞYA,49.6,71320.11,0.22,0.92,0.64,0.82,0.18,0.69,AZ
GIDA,47.3,65011.96,0.38,0.48,0.29,0.84,0.16,0.24,AZ
GIDA,45,68049.35,0.43,0.44,0.97,0.25,0.75,0.50,AZ
OTOMOTİVE,33.1,60875.92,0.35,0.05,0.49,0.25,0.75,0.86,AZ
GİYİM,49.3,58258.94,0.33,0.22,0.31,0.24,0.76,0.60,AZ
OTOMOTİVE,28.6,53383.4,0.41,0.74,0.70,0.90,0.10,0.55,AZ
BEYAZ EŞYA,30.9,65407.07,0.29,0.59,0.68,0.28,0.72,0.69,AZ
OTOMOTİVE,33.6,60559.49,0.46,0.87,0.52,0.28,0.72,0.95,AZ
BEYAZ EŞYA,51.6,64192.79,0.33,0.34,0.21,0.84,0.16,0.27,AZ
GİYİM,42.8,60816.92,0.37,0.90,0.56,0.77,0.23,0.49,AZ
DİĞER,56,69605.55,0.33,0.44,0.26,0.77,0.23,0.75,AZ
OTOMOTİVE,36.7,59639.32,0.34,0.81,0.73,0.85,0.15,0.00,AZ
OTOMOTİVE,47,67744.42,0.30,0.27,0.10,0.54,0.46,0.40,AZ
GIDA,50.6,53651.61,0.41,0.92,0.81,1.00,0.00,0.66,AZ
GİYİM,38.9,56403.76,0.28,0.99,0.70,0.20,0.80,0.94,AZ
GİYİM,34.5,61916.96,0.36,0.08,0.63,0.60,0.40,0.21,AZ
OTOMOTİVE,49,52395.87,0.35,0.93,0.02,0.67,0.33,0.44,AZ
OTOMOTİVE,35.8,59742.3,0.30,0.49,0.71,0.53,0.47,0.30,AZ
DİĞER,52.6,55246.49,0.59,0.17,0.30,0.18,0.82,0.04,AZ
GİYİM,45.6,70489.16,0.32,0.90,0.04,0.77,0.23,0.01,AZ
DİĞER,39.3,68561.21,0.53,0.98,0.89,0.39,0.61,0.84,AZ
DİĞER,50.8,66135.58,0.51,0.37,0.82,0.95,0.05,0.71,AZ
BEYAZ EŞYA,30.1,65576.01,0.27,0.61,0.54,0.07,0.93,0.22,AZ
GIDA,42.3,61782.99,0.41,0.93,0.93,0.62,0.38,0.51,AZ
MOBİLYA,28.3,50263.8,0.37,0.65,0.26,0.09,0.91,0.53,AZ
BEYAZ EŞYA,43.6,69746.28,0.46,0.01,0.95,0.41,0.59,0.42,AZ
MOBİLYA,47.3,63646.2,0.20,0.66,0.57,0.57,0.43,0.32,AZ
OTOMOTİVE,53.4,61389.83,0.25,0.38,0.72,0.83,0.17,0.83,AZ
MOBİLYA,39.2,67446.83,0.39,0.69,0.12,0.56,0.44,0.21,AZ
MOBİLYA,38.6,65953.26,0.17,0.44,0.61,0.73,0.27,0.86,AZ
DİĞER,35.4,62186.68,0.34,0.03,0.36,0.56,0.44,0.17,AZ
DİĞER,53.8,66231.34,0.45,0.39,0.17,0.14,0.86,0.64,AZ
BEYAZ EŞYA,51.3,65629.29,0.44,0.16,0.40,0.47,0.53,0.99,AZ
MOBİLYA,48.8,61484.41,0.52,0.99,0.19,0.81,0.19,0.10,AZ
MOBİLYA,39.2,61898.55,0.30,0.46,0.21,0.63,0.37,0.25,AZ
DİĞER,38.2,69006.44,0.28,0.55,0.42,0.64,0.36,0.40,AZ
OTOMOTİVE,27.8,51392.49,0.34,0.64,0.52,0.32,0.68,0.80,AZ
OTOMOTİVE,45.9,60564.35,0.39,0.27,0.61,0.42,0.58,0.34,AZ
GIDA,51.6,67658.67,0.34,0.61,0.73,0.19,0.81,0.94,AZ
DİĞER,38.6,64288.96,0.37,0.90,0.96,0.94,0.06,0.17,AZ
DİĞER,33.9,71109.41,0.31,0.68,0.77,0.68,0.32,0.20,AZ
BEYAZ EŞYA,49.6,56843.43,0.37,0.10,0.11,0.92,0.08,0.59,AZ
OTOMOTİVE,32.5,61500.52,0.42,0.05,0.90,0.64,0.36,0.75,AZ
GIDA,48.9,64196.73,0.44,0.34,0.98,0.08,0.92,0.29,AZ
GIDA,28.1,58853.43,0.36,0.12,0.82,0.76,0.24,0.46,AZ
GIDA,47.8,61341.22,0.28,0.67,0.26,0.53,0.47,0.18,AZ
OTOMOTİVE,41.7,43947.73,0.43,0.62,0.62,0.32,0.68,0.18,AZ
GİYİM,39.1,49065.04,0.25,0.69,0.15,0.88,0.12,0.49,AZ
GIDA,29.9,64674.87,0.40,0.39,0.87,0.50,0.50,0.15,AZ
OTOMOTİVE,56.8,61398.51,0.31,0.45,0.66,0.54,0.46,0.25,AZ
MOBİLYA,35.8,54196.67,0.38,0.23,0.30,0.78,0.22,0.95,AZ
BEYAZ EŞYA,36.9,57582.3,0.44,0.59,0.15,0.42,0.58,0.51,AZ
DİĞER,61.7,56747.6,0.35,0.29,0.48,0.30,0.70,0.26,AZ
GIDA,39.3,64650.16,0.27,0.34,0.98,0.66,0.34,0.09,AZ
BEYAZ EŞYA,29.6,57574.13,0.48,0.52,0.77,0.54,0.46,0.11,AZ
GİYİM,48.8,66748.44,0.53,0.16,0.54,0.65,0.35,0.19,AZ
GİYİM,42.3,57147.05,0.24,0.92,0.73,0.30,0.70,0.28,AZ
MOBİLYA,36.5,61102.07,0.33,0.18,0.82,0.97,0.03,0.94,AZ
GIDA,61.4,67161.92,0.33,0.58,0.69,0.10,0.90,0.43,AZ
DİĞER,52.6,50861.45,0.36,0.88,0.74,0.92,0.08,0.31,AZ
OTOMOTİVE,43.9,68069.19,0.31,0.68,0.30,0.32,0.68,0.30,AZ
BEYAZ EŞYA,19.6,70379.18,0.27,0.07,0.69,0.55,0.45,0.73,AZ
MOBİLYA,29.6,66596,0.27,0.81,0.13,0.74,0.26,0.79,AZ
GIDA,55.2,67103.69,0.29,0.57,0.60,0.16,0.84,0.23,AZ
OTOMOTİVE,33.2,66489.45,0.43,0.03,0.44,0.13,0.87,0.88,AZ
DİĞER,34.7,61054.82,0.37,0.88,0.06,0.37,0.63,0.82,AZ
BEYAZ EŞYA,21.4,55406.21,0.39,0.36,0.54,0.62,0.38,0.48,AZ
GIDA,40.4,62650.73,0.28,0.09,0.27,0.93,0.07,0.93,AZ
MOBİLYA,31.9,62427.7,0.25,0.04,0.22,0.50,0.50,0.91,AZ
DİĞER,21.1,59026.67,0.36,0.50,0.65,0.54,0.46,0.44,AZ
MOBİLYA,45.6,64014.27,0.33,0.55,0.88,0.26,0.74,0.21,AZ
GIDA,51.5,69543.72,0.30,0.04,0.84,0.14,0.86,0.42,AZ
DİĞER,30.8,58957.18,0.43,0.48,0.26,0.79,0.21,0.15,AZ
OTOMOTİVE,52.3,63839.59,0.29,0.68,0.52,0.98,0.02,0.66,AZ
GIDA,39.4,64066.97,0.44,0.38,0.19,0.29,0.71,0.05,AZ
BEYAZ EŞYA,55.6,58667.85,0.39,0.97,0.89,0.44,0.56,0.46,AZ
GİYİM,50.2,58597.28,0.33,0.19,0.41,0.38,0.62,0.51,AZ
GİYİM,48.4,53050.58,0.43,0.29,0.80,0.24,0.76,0.43,AZ
GIDA,56.5,59983.67,0.28,0.69,0.23,0.27,0.73,0.40,AZ
GIDA,43.7,52123.52,0.44,0.04,0.74,0.59,0.41,0.17,AZ
MOBİLYA,45.8,64572.77,0.32,0.18,0.67,0.40,0.60,0.47,AZ
BEYAZ EŞYA,46.6,66475.54,0.29,0.96,0.98,0.66,0.34,0.90,AZ
GIDA,34.5,57823.46,0.18,0.76,0.27,0.02,0.98,0.47,AZ
DİĞER,34.2,72099.32,0.24,0.29,0.86,0.55,0.45,0.10,AZ
GİYİM,34.4,62909.89,0.29,0.28,0.69,0.84,0.16,0.21,AZ
GIDA,35,59052.81,0.46,0.38,0.61,0.77,0.23,0.70,AZ
GIDA,35.5,63147.71,0.27,0.89,0.59,0.03,0.97,0.68,AZ
DİĞER,62.4,59691.65,0.44,0.86,0.97,0.79,0.21,0.17,AZ
OTOMOTİVE,54.6,59171.5,0.51,0.18,0.15,0.33,0.67,0.83,AZ
GİYİM,31.9,66924.31,0.31,0.54,0.22,0.74,0.26,0.80,AZ
OTOMOTİVE,57.9,62132.92,0.39,0.61,0.57,0.17,0.83,0.38,AZ
GIDA,33.3,52248.01,0.28,0.59,0.33,0.79,0.21,0.73,AZ
DİĞER,34.1,56724.61,0.45,0.97,0.58,0.78,0.22,0.36,AZ
MOBİLYA,48.6,66462.42,0.31,0.61,0.98,0.79,0.21,0.82,AZ
BEYAZ EŞYA,41.4,69354.18,0.45,0.48,0.53,0.50,0.50,0.31,AZ
OTOMOTİVE,59.9,62416.47,0.49,0.16,0.22,0.22,0.78,0.64,AZ
BEYAZ EŞYA,49.1,71892.57,0.41,0.63,0.51,0.88,0.12,0.75,AZ
GİYİM,53.6,64637.86,0.37,0.08,0.95,0.13,0.87,0.03,AZ
DİĞER,50.7,60215.79,0.37,0.73,0.01,0.81,0.19,0.48,AZ
GİYİM,41.5,67940.55,0.31,0.16,0.76,0.05,0.95,0.49,AZ
OTOMOTİVE,43.8,57171.27,0.39,0.77,0.11,0.10,0.90,0.30,AZ
OTOMOTİVE,42,61852.09,0.36,0.14,0.31,0.33,0.67,0.29,AZ
GİYİM,49.9,62773.64,0.33,0.95,0.24,0.68,0.32,0.12,AZ
DİĞER,39.3,45149,0.22,0.49,0.37,0.26,0.74,0.94,AZ
OTOMOTİVE,46.5,63234.66,0.21,0.27,0.04,0.80,0.20,0.79,AZ
DİĞER,31.8,65607.88,0.28,0.96,0.05,0.81,0.19,0.46,AZ
OTOMOTİVE,38.4,72781.58,0.37,0.23,0.46,0.05,0.95,0.82,AZ
GIDA,33.2,53850.76,0.41,0.09,0.94,0.33,0.67,0.26,AZ
GIDA,29.7,52133.37,0.44,0.65,0.63,0.71,0.29,0.62,AZ
GİYİM,40.7,61046.62,0.48,0.62,0.66,0.79,0.21,0.79,AZ
BEYAZ EŞYA,52,60865.65,0.36,0.50,0.80,0.41,0.59,0.51,AZ
BEYAZ EŞYA,32,52295.85,0.35,0.48,0.68,0.83,0.17,0.11,AZ
BEYAZ EŞYA,29.3,51165.27,0.39,0.84,0.46,0.00,1.00,0.75,AZ
GIDA,47.2,66766.93,0.18,0.00,0.20,0.45,0.55,0.49,AZ
DİĞER,58.2,56394.2,0.45,0.24,0.64,0.49,0.51,0.28,AZ
MOBİLYA,48.4,68172.35,0.37,0.40,0.17,0.01,0.99,0.41,AZ
MOBİLYA,48.3,63597.43,0.48,0.98,0.30,0.04,0.96,0.37,AZ
GIDA,56.6,58258.22,0.32,0.42,0.60,0.94,0.06,0.90,AZ
OTOMOTİVE,39.2,61012.52,0.31,0.28,0.73,0.68,0.32,0.64,AZ
GIDA,62.7,54115.2,0.22,0.41,0.96,0.89,0.11,0.99,AZ
GIDA,46.2,61961.51,0.45,0.45,0.11,0.71,0.29,0.20,AZ
GİYİM,43.1,62651.94,0.30,0.73,0.63,0.43,0.57,0.32,AZ
DİĞER,43.9,65062.77,0.37,0.20,0.63,0.14,0.86,0.14,AZ
GIDA,53.9,71542.66,0.44,0.20,0.97,0.65,0.35,0.21,AZ
OTOMOTİVE,50.1,60476.05,0.59,0.94,0.60,0.62,0.38,0.26,AZ
MOBİLYA,55.2,60109.7,0.42,0.73,0.30,0.29,0.71,0.36,AZ
GIDA,32.5,60961.46,0.44,0.35,0.22,0.42,0.58,0.14,AZ
OTOMOTİVE,29.5,65567.82,0.47,0.13,0.36,0.72,0.28,0.06,AZ
GİYİM,26.3,62891.1,0.34,0.71,0.96,0.06,0.94,0.81,AZ
